Time,sCPU,cCost,sFreq,bCPU,bUtil,bFreq,Mem,mCost,mFreq,GPU,gCost,gFreq
1700423032.949345648,sCPU,100,1400000,bCPU,0,2000000,Mem,11,825000000,GPU,0,600000000
1700423033.103492403,sCPU,37,1400000,bCPU,0,2000000,Mem,16,825000000,GPU,0,600000000
1700423033.258287250,sCPU,24,1400000,bCPU,0,2000000,Mem,10,825000000,GPU,61,600000000
1700423033.412642758,sCPU,2,1400000,bCPU,0,2000000,Mem,10,825000000,GPU,100,600000000
1700423033.604428708,sCPU,31,1400000,bCPU,0,2000000,Mem,5,825000000,GPU,100,600000000
1700423033.760465158,sCPU,99,1400000,bCPU,0,2000000,Mem,9,825000000,GPU,0,600000000
1700423033.917278536,sCPU,77,1400000,bCPU,0,2000000,Mem,13,825000000,GPU,0,600000000
1700423034.073016815,sCPU,51,1400000,bCPU,0,2000000,Mem,10,825000000,GPU,67,600000000
1700423034.228197752,sCPU,1,1400000,bCPU,0,2000000,Mem,9,825000000,GPU,100,600000000
1700423034.422903538,sCPU,50,1400000,bCPU,0,2000000,Mem,9,825000000,GPU,100,600000000
1700423034.578450272,sCPU,100,1400000,bCPU,0,2000000,Mem,10,825000000,GPU,0,600000000
1700423034.732605651,sCPU,100,1400000,bCPU,0,2000000,Mem,11,825000000,GPU,0,600000000
1700423034.886917700,sCPU,39,1400000,bCPU,0,2000000,Mem,12,825000000,GPU,99,600000000
1700423035.041108080,sCPU,0,1400000,bCPU,0,2000000,Mem,12,825000000,GPU,99,600000000
1700423035.244818920,sCPU,51,1400000,bCPU,0,2000000,Mem,5,825000000,GPU,90,600000000
1700423035.400500489,sCPU,100,1400000,bCPU,0,2000000,Mem,10,825000000,GPU,0,600000000
1700423035.558047962,sCPU,100,1400000,bCPU,0,2000000,Mem,14,825000000,GPU,0,600000000
1700423035.713019812,sCPU,39,1400000,bCPU,0,2000000,Mem,10,825000000,GPU,77,600000000
1700423035.901558421,sCPU,53,1400000,bCPU,0,2000000,Mem,8,825000000,GPU,100,600000000
1700423036.102758973,sCPU,65,1400000,bCPU,0,2000000,Mem,8,825000000,GPU,37,600000000
1700423036.258757964,sCPU,64,1400000,bCPU,0,2000000,Mem,10,825000000,GPU,0,600000000
1700423036.415928472,sCPU,95,1400000,bCPU,0,2000000,Mem,12,825000000,GPU,25,600000000
1700423036.570082852,sCPU,0,1400000,bCPU,0,2000000,Mem,12,825000000,GPU,25,600000000
1700423036.755427705,sCPU,44,1400000,bCPU,0,2000000,Mem,4,825000000,GPU,100,600000000
1700423036.942728629,sCPU,96,1400000,bCPU,0,2000000,Mem,7,825000000,GPU,55,600000000
1700423037.097177804,sCPU,79,1400000,bCPU,0,2000000,Mem,11,825000000,GPU,0,600000000
1700423037.253367298,sCPU,48,1400000,bCPU,0,2000000,Mem,11,825000000,GPU,0,600000000
1700423037.408187063,sCPU,0,1400000,bCPU,0,2000000,Mem,10,825000000,GPU,100,600000000
1700423037.590070530,sCPU,34,1400000,bCPU,0,2000000,Mem,5,825000000,GPU,97,600000000
1700423037.745336051,sCPU,100,1400000,bCPU,0,2000000,Mem,5,825000000,GPU,97,600000000
1700423037.899116883,sCPU,38,1400000,bCPU,0,2000000,Mem,11,825000000,GPU,0,600000000
1700423038.054693868,sCPU,36,1400000,bCPU,0,2000000,Mem,11,825000000,GPU,0,600000000
1700423038.209048792,sCPU,3,1400000,bCPU,0,2000000,Mem,11,825000000,GPU,0,600000000
1700423038.362876250,sCPU,0,1400000,bCPU,0,2000000,Mem,8,825000000,GPU,85,600000000
1700423038.517413302,sCPU,83,1400000,bCPU,0,2000000,Mem,10,825000000,GPU,9,600000000
1700423038.671940271,sCPU,73,1400000,bCPU,0,2000000,Mem,9,825000000,GPU,0,600000000
1700423038.827070373,sCPU,65,1400000,bCPU,0,2000000,Mem,14,825000000,GPU,0,600000000
1700423038.981805887,sCPU,0,1400000,bCPU,0,2000000,Mem,14,825000000,GPU,0,600000000
1700423039.182079049,sCPU,72,1400000,bCPU,0,2000000,Mem,5,825000000,GPU,95,600000000
1700423039.337669742,sCPU,100,1400000,bCPU,0,2000000,Mem,11,825000000,GPU,0,600000000
1700423039.492666551,sCPU,86,1400000,bCPU,0,2000000,Mem,8,825000000,GPU,0,600000000
1700423039.649523763,sCPU,59,1400000,bCPU,0,2000000,Mem,10,825000000,GPU,61,600000000
1700423039.804608449,sCPU,3,1400000,bCPU,0,2000000,Mem,10,825000000,GPU,61,600000000
1700423039.988348069,sCPU,45,1400000,bCPU,0,2000000,Mem,8,825000000,GPU,100,600000000
1700423040.142578574,sCPU,100,1400000,bCPU,0,2000000,Mem,8,825000000,GPU,100,600000000
1700423040.297063542,sCPU,64,1400000,bCPU,0,2000000,Mem,11,825000000,GPU,0,600000000
1700423040.452858780,sCPU,30,1400000,bCPU,0,2000000,Mem,11,825000000,GPU,0,600000000
1700423040.606981201,sCPU,3,1400000,bCPU,0,2000000,Mem,12,825000000,GPU,52,600000000
1700423040.789254382,sCPU,7,1400000,bCPU,0,2000000,Mem,7,825000000,GPU,100,600000000
1700423040.944401151,sCPU,99,1400000,bCPU,0,2000000,Mem,7,825000000,GPU,100,600000000
1700423041.098242568,sCPU,78,1400000,bCPU,0,2000000,Mem,10,825000000,GPU,7,600000000
1700423041.253310753,sCPU,41,1400000,bCPU,0,2000000,Mem,13,825000000,GPU,0,600000000
1700423041.407486133,sCPU,0,1400000,bCPU,0,2000000,Mem,13,825000000,GPU,0,600000000
1700423041.589926775,sCPU,36,1400000,bCPU,0,2000000,Mem,9,825000000,GPU,87,600000000
1700423041.745259797,sCPU,100,1400000,bCPU,0,2000000,Mem,9,825000000,GPU,42,600000000
1700423041.899656722,sCPU,63,1400000,bCPU,0,2000000,Mem,12,825000000,GPU,0,600000000
1700423042.055188206,sCPU,29,1400000,bCPU,0,2000000,Mem,12,825000000,GPU,65,600000000
